uuid,sentence1,sentence2,similarity_score
48c69e7f-6337-4396-9748-851a09628192,ich bin mir über den letzten Satz nicht im Klaren.,Würden Sie mir bitte den letzten Satz näher erläutern.,4
ab4b0250-a800-4012-9ca8-44da78f14b98,der letzte Satz ist mir nicht ganz klar.,Ich bin mir über den letzten Satz nicht ganz im Klaren.,5
96b4ad3d-c1a6-4adf-9fd6-c6c19c6b0550,Bitte Hörbuch weiter lesen,Hörbuch-Player fortsetzen.,4
d50aa367-9b95-40a3-addf-9522db2a83f7,Hörbuch fortsetzen,Hörbuch bitte fortsetzen,5
09c1d6e6-5b2f-4b0c-b766-4552f751581a,Bitte poste diese Nachricht auf meiner Facebook-Seite,Eine Nachricht auf Facebook posten,3
96657f53-728f-4279-a5d4-9faae44f0895,Bitte poste dieses Bild auf meiner Facebook-Seite.,Bitte poste dieses Bild auf Facebook,5
2e9e759a-af02-46ed-a7b2-343b9bf42475,Wiedergabeliste mit klassischer Musik abspielen,Spielen Sie ausgewählte Musik.,3
43d03d75-d4ae-4cc8-9a02-6e1fc5bffc9e,Spielen Sie eine Auswahl an klassischer Musik.,Suche nach klassischer Musik und spiele sie,5
aec94d37-4e67-45e9-9748-0d241e69c6a6,Wie koche ich Spaghettikürbis?,Wie macht man vegetarische Lasagne?,2
47f7a8e3-3100-47a0-a1ff-9f1cf848318d,Wie kocht man Spaghetti?,Wie macht man Spaghetti?,4
8837cd2e-7b85-4df3-b021-a6ed014f1198,"Sie sind ein Held,.","Du bist mein Star, danke vielmals.",4
fab46814-8b4d-4ae2-bb42-fff2540041b5,"Du bist mein Held,.","Du bist mein Held, danke.",5
83f99f9c-83c3-47d0-869c-654716d28662,Sind für den nächsten Mittwoch irgendwelche Besprechungen angesetzt?,Werde ich nächsten Mittwoch eine Jacke tragen müssen?,1
1d710ec8-405f-4d46-b3bb-0062d64d41b6,Welches Datum haben wir nächsten Mittwoch?,Habe ich nächsten Mittwoch einen Termin?,1
6124f427-d089-4727-953f-91772c8478db,Wie hoch ist der Kurs der Apple-Aktie heute?,Nenne mir den Aktienkurs von Apple,5
08035d5d-e1f4-4026-8216-2668ee301f48,Wie hoch ist der aktuelle Aktienkurs von Apple?,Wie hoch ist der Aktienkurs von Apple?,5
9d063ad3-db3a-41eb-9347-1fb24ad4c492,Welches ist der höchste Berg?,Wo ist der höchste Wasserfall der Welt?,2
ac0cc2f6-4268-44f4-a878-34cb79b9c1e8,Welches ist die höchste Bergkette der Welt?,Welches ist der höchste Berg der Welt?,4
5994bede-a872-4389-9e37-b8f4fec87b85,"Du hast mir sehr geholfen, Olly.","Das ist hilfreich, Olly.",5
a146a843-2d33-45a2-94ff-969fc0debc77,"ich habe heute einem armen Bedürftigen geholfen, Olly","Du hast mir sehr geholfen, danke, Olly.",1
44d07649-c41a-4c8c-9d9f-205e7dc3f341,Erinnern Sie mich an den Zahnarzttermin in zwei Stunden?,Erinnere mich an meinen Zahnarzttermin in zwei Stunden,5
aa83a8af-1092-465e-91ed-ab04ccc0ef1c,Der 22. ist an welchem Wochentag?,Gibt es eine Veranstaltung am 22. September,1
0077a905-071b-4736-80f6-5fed96212560,Auf welchen Tag der Woche fällt der 22. in diesem Monat?,Auf welchen Tag fällt der 22. in diesem Monat?,5
e8ec3f09-58bf-47f7-ba8d-dd30eace1add,"Ich möchte, dass die Lautsprecher lauter gestellt werden.",Bitte stellen Sie die Lautstärke auf die höchste Stufe.,3
8e8538aa-6bc4-4c0d-8648-6ab891ab58a7,Ich will maximale Lautstärke auf meinen Lautsprechern,Stellen Sie die Lautsprecherlautstärke auf Maximum,5
ceb021dd-18e5-4762-81a2-0d0b3e1faaad,Löschen Sie die Einkaufsliste.,"PDA, entferne dieses Element von meiner Liste.",2
807389ca-5216-47ef-ab86-141eaceb256e,PDA: Löschen Sie die Einkaufsliste,Lösche die Einkaufsliste,5
55c2896e-3613-4e35-ba95-ce3bfa818ba8,Wie lange dauert es noch bis zu meiner Bestellung?,"Wann genau wird das Essen geliefert, wenn wir eine Bestellung aufgeben?",3
a93a63e3-2395-44fb-8422-d4328991df1a,"Wie lange dauert es noch, bis meine Bestellung fertig ist?","Wie lange dauert es, bis meine Bestellung eintrifft?",3
5a06ddbe-2442-4749-8227-d74a96ac31de,Wann kommt der Zug heute an?,Welche Züge gibt es?,2
68f23bd3-e4b3-4fc0-85b7-375dd3cc1cbf,Wann ist der letzte Zug heute?,Wann fahren morgen die Züge?,3
8b29f88a-72e4-42e4-8b54-9afa703eca14,Wie heiß ist es heute draußen?,Wie hoch ist die Temperatur im Moment?,4
39a364b8-8834-48f1-bbc8-c208176b300a,Wie warm ist es heute?,Wie heiß ist es heute?,5
ec77f25b-4b6c-4080-a01a-1b2dc6cc5747,Benachrichtigung eine Stunde vor meinem Treffen.,Erinnern Sie mich im Voraus an mein nächstes Meeting.,3
995b6220-da1d-4c22-8a8f-5557d6eac154,Informieren Sie mich zwei Stunden vor Beginn meines nächsten Treffens.,Geben Sie mir einen Tag vor meinem nächsten Treffen Bescheid.,3
a28a10d0-6f1b-4340-8a8f-9f0d94fdef0a,Schalte auf 99.5 FM.,"Schalten Sie auf die Frequenz 99,7",3
b7a88c3e-e8f2-44f6-9585-33d54f566d69,"Radio abspielen, Sender 97.9fm","Radio auf 98,7 umschalten",3
93558ee7-a5ff-4ebe-a447-800d93baeeff,Werde ich heute einen Mantel tragen müssen?,Werde ich diese Woche einen Regenmantel brauchen?,3
1bce4079-1a48-4849-bf8e-eee412059f64,Muss ich heute einen dicken Mantel tragen?,Muss ich heute einen Mantel tragen?,4
128b9ad7-96e1-47c4-9c7a-0c834c7fb11c,Was sind die neuesten Updates auf meinem Facebook-Konto?,Was gibt es Neues in meinem Facebook-Konto?,5
f2834770-5280-4f23-adf1-fb847ef5d46d,Ändere die Lichtfarben im Haus auf blau,Kannst du die Lichtfarben im Haus ändern?,3
bb83dcf8-bd43-4575-9716-29c7160c69cf,Ich muss die Farbe meiner Hausbeleuchtung auf Blau ändern,Farbe der Hausbeleuchtung auf Blau ändern,5
1d0a4c83-fbfd-4b29-b62b-bc000349888a,Erzählen Sie mir von den Veranstaltungen in meiner Nähe,Veranstaltungen in der Umgebung finden,4
a127b3a1-4dd9-491c-b85c-3d694226c08e,Informieren Sie mich über die Veranstaltungen in meiner Umgebung,über aktuelle Veranstaltungen in meiner Nähe informieren,5
7b76c5e1-414a-4486-9a01-cb9f46e924bc,Um wie viel Uhr beginnt das Treffen?,Um wie viel Uhr ist das Arbeitstreffen?,3
4011b2e3-e084-4ad7-b750-2909f8695e48,Wann beginnt das nächste Treffen?,Um wie viel Uhr beginnt mein nächstes Treffen?,5
6a08c4d1-7c32-4fbe-84b5-39325a6f6a5c,Wird es heute regnen?,Um wie viel Uhr wird es morgen regnen?,4
68276d21-44d8-43b1-9cfa-210f3d952eb2,Wird es am Mittag regnen?,Müssen wir heute Nachmittag mit Regen rechnen?,3
3161e691-3652-41db-8e0a-2844af71c67a,Um wie viel Uhr fährt der Morgenzug nach Chicago?,Wie ist das Wetter in Chicago Illinois?,1
43347ed7-16d8-46b5-b9e6-7b10bcd5c69f,Wie lauten die Zugzeiten nach Chicago für heute?,Wie sind die Zugzeiten nach Chicago?,5
daaac051-6ae6-4e40-8713-b901bf158a08,Sollte ich heute Sonnencreme tragen?,alexa sollte ich heute Sonnenschutzmittel tragen?,4
650149bb-d558-4c66-a8d7-b2f866c5c437,Ist heute ein Tag mit Sonnencreme?,Brauche ich für heute Sonnencreme?,4
9cc62c79-b3dc-484d-b42e-3cd86f28a237,Was ist das Neueste über Donald Trump?,"Gibt es eine Möglichkeit, die neuesten Nachrichten über Trump abzurufen?",3
74790414-55ed-4aab-ae5d-4f33fee97250,Was gibt's Neues über Trump?,Was gibt es Neues über Donald Trump?,5
1347adbe-b436-4f78-851f-78a317f1cbde,Bestätigen Sie bitte die Frage.,Bitte antworten Sie nicht.,0
4bc04eb7-ad86-46b0-80f9-e44ff73e80a9,Habe ich diesen Monat Geburtstag?,Wann ist der Geburtstag von Katy Perry?,1
b03da997-e7af-4d03-9bc8-01345faf0b1b,An welchem Tag habe ich dieses Jahr Geburtstag?,Auf welchen Tag fällt mein Geburtstag im nächsten Jahr?,3
cd957f64-0322-4e38-a78c-b9bc7ae6090a,die Wiedergabeliste anzeigen,Lasst uns die Wiedergabeliste anhören,2
0cf4123e-d609-4d27-a1dd-62f6f27f908f,die Wiedergabeliste abspielen,Wiedergabeliste abspielen,5
2d196ff1-b151-4ce2-b7e5-f786492dc5cd,Was sind die wichtigsten Nachrichten auf Twitter?,Mein Twitter-Konto überprüfen,4
bb57d5ba-5f30-4bed-863c-6624eee55356,Welches sind die neuesten Tweets auf meinem Twitter-Konto?,Was ist der aktuelle Trend auf Twitter?,2
52705fa8-a002-4111-ac2d-85048f69b84d,"Ich habe keine Ahnung, wofür ich mich entscheiden soll, Olly.","Ich weiß es nicht, Olly.",3
13588e01-e924-40e2-b526-bd763c999aa0,"Ich habe keine Ahnung, was ich wählen soll, Olly.","Ich habe keine Ahnung, was ich auswählen soll, Olly.",5
684a9892-ed46-4b6b-adb0-29381e958aae,Gibt es in diesem Restaurant etwas zum Mitnehmen?,Eine Mahlzeit in einem guten Restaurant bestellen,2
de9a9bae-2e2b-4de7-bf95-34048d7f507c,"Hey PDA, E-Mail senden an...","PDA, Lies mir vor",0
85ceca22-7755-4d53-b4d8-43c91ff428e5,"PDA, senden Sie eine E-Mail für mich.","PDA, E-Mail senden.",5
8462b8ef-68bb-4d6a-92e1-aa3b12b1eda2,Welches Lied wird gerade gespielt?,Welche Musikveranstaltungen finden diese Woche in der Gegend statt?,1
82d86cef-e3c0-4fef-9a76-f9371b727edf,ja erstaunliche Antwort.,Ich weiß die Antwort zu schätzen.,4
9130c73a-9448-4013-88d4-ba72e0a219ff,Was bedeutet 'pda'?,"Wessen Lied ist das, PDA?",0
08ab84ea-4464-4476-a7ed-e7bbd3f60e47,Was ist die Bedeutung von PDA?,PDA was kannst du tun?,1
ac144782-2eba-4137-81cf-1e7fdaed81ac,E-Mail an meine Mutter.,"Olly Bitte prüfe, ob ich E-Mails von meiner Mutter bekommen habe",2
a30eb70e-eb5f-4498-a255-95a521e3d6cc,E-Mail an meine Mutter verfassen...,E-Mail an meine Mutter,5
dad80811-aa85-434f-9d95-ddc59f63b25e,Welches Datum ist der nächste Dienstag?,"Bitte setzen Sie eine Erinnerung für eine Besprechung, die ich am Dienstag nächster Woche habe.",2
c23c7e27-4c90-4c2c-b873-c110869642c0,Wo findet die Besprechung am Dienstagmorgen statt?,Um wie viel Uhr beginnt die Besprechung am Montag?,3
9b27022b-d26c-499d-b802-d5de435d50d5,"Scheiße, du hast das alles falsch gemacht.","Verdammt, du hast es falsch gemacht.",5
596d9107-86fa-42e3-9570-cda61e5fed13,Sie haben das alles falsch gemacht.,Du hast das alles falsch gemacht.,5
c9777253-f20e-4f15-add6-4037706e290b,"Oh nein, Sie haben mir nicht die richtigen Informationen gegeben.",Sie haben mich falsch informiert.,5
12f9726e-40fe-4788-a940-c407bbbb62d1,"Nö, du hast mir nicht die richtigen Informationen gegeben.","äh nein, du hast mir nicht die richtigen Informationen gegeben.",5
2c97aabc-9e97-48e8-bcbd-d219698e7f66,Welchen Film sollte ich sehen?,"Olly, was ist ein guter Film, der gerade jetzt herauskommt?",3
2d7e4742-600c-4ac4-90f4-65f43ee39a1e,"Was ist ein guter Film, den man jetzt sehen sollte?",Welchen Film sollte ich mir ansehen?,4
1f431773-6f34-4001-b3ac-bda89f70ded8,Spiel mir etwas Jazz.,Ich würde gerne Jazz hören.,5
a9f5f721-2d49-4173-bc62-fd9ff68b43c4,Spielen Sie für mich Jazz-Musik,Spielen Sie Jazz-Musik,5
e7e3f479-4aea-4ba8-aca9-55cc24aa9b92,Ein neues Ereignis in meinem Kalender erstellen,Bitte füge Meeting zu meinem Kalender hinzu,4
2028e4a3-2c83-4e7e-b16b-98af8038d683,Ein neues Ereignis zu meinem Kalender hinzufügen,Ein Ereignis zu meinem Kalender hinzufügen,5
cfd2c8fd-f745-4109-baf5-2fdfc6a7428e,Zeigen Sie mir die Nachrichten von CNN für heute.,rufe meine CNN-App auf und lese sie mir vor,4
d828cead-7638-4c13-b058-fb4290805486,Gib mir die Nachrichten von CNN.,Zeig mir Nachrichten von CNN,4
1e2c71f1-522a-4dcb-9087-272bc9e6705e,Was auch immer für mich in Ordnung ist.,irgendjemand ist okay.,1
152c7d25-70d8-4787-8d4f-57e5f913b1d7,Gibt es noch Erinnerungen?,Woran muss ich mich erinnern?,5
97c65d6b-236a-459d-beb7-958394a70d1b,Habe ich irgendwelche anstehenden Erinnerungen?,Habe ich noch ausstehende Erinnerungen?,5
ce59f3b1-6c19-4309-a6a7-3a78865b8419,Antwortwünsche an john per E-Mail,"Prüfen, ob ich Post von John habe?",1
b137dfde-b799-4133-9268-ba154b5ae344,Antworten Sie auf die E-Mail von John,Antwort auf Johns E-Mail,5
056d4e59-ecb4-41e6-8f1f-575b5282cd2a,Was passiert gerade?,Was geht hier vor sich?,5
59b0a915-5278-45a7-8d5f-bcdc4e40257a,würden sie es noch einmal versuchen.,bitte versuchen Sie die Dinge noch einmal.,4
6ed57937-b733-4d1a-ac83-8e56a6c22c47,dieses Lied als nächstes abspielen lassen,Nächstes Lied abspielen.,3
79a90bcb-4bea-410f-a57e-cb25c144383e,Wie spät ist es in New York?,Wann kommt der Zug aus New York an?,0
c605d6a7-0384-4eaa-8578-e28a002ab5f7,Wie spät ist es in New York City?,Wie spät ist es jetzt in New York City?,5
3a2b62f0-7313-44a4-a50c-5f277b7d36cc,Welche Artikel stehen auf meiner Einkaufsliste?,Welche Geschäfte gibt es in der Nähe?,1
6a267be0-258e-404f-81f7-49d5146ac0a2,Was steht auf meiner Einkaufsliste?,Was steht auf der Einkaufsliste?,5
20b6a02f-9fba-48fe-81ba-a5d31aebc8b5,Soll ich morgen einen Regenschirm mitnehmen?,"Ich möchte keinen Regenschirm mitnehmen, wird es heute regnen?",2
cc5e5e3e-d99b-4e81-a5b4-9fafc050dfaa,bitte zurücksetzen.,Hör bitte auf.,1
3131dd4f-2251-4846-9be9-d784892e0335,können Sie bitte zurücksetzen.,Würden Sie bitte zurücksetzen.,5
a5339e8f-e428-4071-8fc0-32d436e5f9ff,Welche Veranstaltungen gibt es in der Umgebung?,Habe ich heute irgendwelche Veranstaltungen,2
a8f4bf1d-887e-496b-a83c-8e9b05d3157a,Gibt es irgendwelche Veranstaltungen in der Umgebung?,Gibt es irgendwelche Veranstaltungen in der Nähe?,5
1e4e31da-2834-432e-a7cc-75a9dbd345fd,Tweete meine Beschwerde an @Verbraucherservice,tweeten Sie den Verbraucherservice über ihren schmutzigen Bereich,3
e4c68189-08b1-44d9-9eb4-94dbe9c45eab,Tweeten Sie eine Beschwerde an [Verbraucherservice],Tweet Beschwerde an [Verbraucherservice],5
314cf90b-e575-4e82-b426-d6bb2967159d,Bitte schalten Sie meine Wemo-Steckdose ein.,Bitte schalten Sie die Wemo-Steckdose ein.,5
1f439e87-3e8f-423a-b7a0-c85fb275e41a,"hmm, nicht richtig.","Oh nein, nicht richtig.",5
7c87ae55-94d4-4806-8698-8b9f83ceb17d,Wie sieht der Verkehr im Moment aus?,Wie ist der aktuelle Stand des Verkehrs in New York?,3
e4af7ed9-db51-4781-a03a-2ca309bfad23,bestelle eine Pizza für mich,Bestellen Sie Pizza zum Mitnehmen aus einem Restaurant.,3
b6e5bd62-3aaf-41c8-be44-db04dff70aa2,Können Sie mir eine Pizza bestellen?,"Ich brauche eine Pizza, wo kann ich sie am besten bestellen?",3
a740f4ea-3b69-43ad-ab7f-1791984dad5b,"Erinnern Sie mich daran, dass ich morgen um 15 Uhr eine Besprechung habe.",Setzen Sie eine Erinnerung für ein Treffen zwischen mir und John morgen um 14 Uhr.,3
cbd710fd-143c-44a4-9315-0c87a05a332f,Erinnern Sie mich an mein Meeting morgen um 15:00 Uhr,Erinnern Sie mich an das Meeting morgen um 15 Uhr,5
548e8f33-fbf8-46db-bfaf-64cb21c01d4e,Wie viel Uhr ist es?,Wie spät ist es in der pazifischen Zeitzone?,3
9ee7ce99-8a73-4902-b88d-9366a1c45673,"Wer ist der Künstler, der dieses Lied singt?",Können Sie Informationen über den/die Sänger dieses Liedes herausfinden?,4
a374f559-9bf3-4456-b564-56b3600d52c8,Wie heißt dieses Lied und wer singt es?,Wer singt dieses Lied?,3
759a5794-5a86-438e-926a-07c74e75c80c,Element von der Liste löschen,Meine letzte Liste entfernen,2
df16ec2e-11c9-41af-8ad5-9629fa709927,den Artikel (Computer) von der Liste löschen,Den Artikel von der Liste entfernen,3
37977d07-f946-4e63-a580-c196331527fb,Könnten Sie es bitte überprüfen.,Überprüfen Sie das.,5
4a7a48d9-72c9-4fc7-9f96-ce62b5482e60,Spiele meine Lieblingssongs aller Zeiten,"Ich mag diesen Song, der gerade gespielt wird",2
3ea5bfd1-74b9-4426-b78f-138dcd617b24,meinen Lieblingssong abspielen,Spielen Sie mein bevorzugtes Lied,5
c75d5a40-bd5b-4659-85ca-5f017e87adca,Buchen Sie mir ein Zugticket,Buchen Sie ein Zugticket für mich,5
6bc04e77-5744-490a-8e30-8f2932a552a7,Das ist mir eigentlich egal.,Es ist mir eigentlich egal.,5
aebe41af-39c2-433d-8626-65f4007a55ba,"Ja, es ist bestätigt.","Ja, es wird bestätigt.",4
620ca44e-288b-47fe-a014-0af4be1f96f9,Eine Taxibestellung in Uber vornehmen,Buchen Sie einen Uber für morgen Abend um 18 Uhr.,3
05c7920e-ab57-4b6b-a654-3bf1c03fb1a3,ein Uber-Taxi buchen,Buchen Sie ein Uber-Taxi für meine Reise,4
fe350b61-263b-4c7b-b38b-3859b99c161b,Welche Alarme sind im Moment eingestellt?,Gibt es irgendwelche Wecker,4
c20a64c3-2dcf-41f7-9c63-31fb8afb08fd,Welche Alarme stehen an?,Welche Alarme sind jetzt gerade an?,4
7510ff9c-388b-4762-bd40-d48c9a5d03fc,Zeigen Sie mir einen lustigen Witz.,Ich würde gerne ein paar gute Witze hören.,4
0c5f6c36-01de-446f-9e0f-eecffe6044f4,Erzähl mir einen lustigen Witz zum Lachen,Erzähle mir einen lustigen Witz.,5
f62f3e61-2515-4ffa-aede-716da0b8b9ae,"ich möchte, dass Sie bitte meinen letzten Befehl überprüfen und bestätigen.",bitte überprüfen und bestätigen Sie meine letzte Frage.,4
6a899182-e178-4c81-8e19-7bf6bc40a617,überprüfen und bestätigen Sie bitte meinen letzten Befehl.,können Sie meinen letzten Befehl überprüfen und bestätigen.,5
3612af0f-5883-4825-a713-b1a795c03aa7,"Das war nicht das, wonach ich gefragt habe.","hmm, darum habe ich nicht gebeten.",4
46e67461-adfe-4fc9-9688-e9f046f5c846,"hmm, das ist nicht das, was ich gefragt habe.","nein, das ist nicht das, was ich gefragt habe.",5
c5e9c9e3-6d6e-4bdd-aed0-cc45950124a1,Starte meinen Staubsaugerroboter,bitte den Staubsauger laufen lassen,5
9962b57f-a4e6-4a86-9513-1c97392315b9,"Nee, nicht der richtige Befehl.","Stopp, ich glaube, das ist nicht der richtige Befehl.",4
3ac18573-51fa-493f-b528-c113e9eeca15,"uhh nein, falscher Befehl.","Verdammt, falscher Befehl.",5
b848702c-2e3c-457c-8220-5e21ca326f60,Wie ist der Wechselkurs des Dollars zum Euro?,Wie ist der Wechselkurs des US-Dollars zum Euro?,4
afc0a710-f5dc-42ca-afe2-5721b4123254,Gib mir die neuesten Nachrichten,Erzähl mir von den neuesten Medientrends,3
8237cb8e-c525-41cc-a930-e7f9e42ec127,würden Sie bitte Details bestätigen.,Würden Sie bitte die Details bestätigen.,5
7e535c96-e047-42bf-bd13-ff060740b6e4,nimm das Radioprogramm auf,stellen Sie das Radio ein,2
f244c0ab-b534-48b4-9d5e-75cbf8ca1685,Die nächste Episode eines Podcasts abspielen,"Abspielen der in den Podcasts aufgelisteten Favoriten, beginnend mit dem ersten Podcast.",2
6e2b8302-b1c0-4d8f-b994-8efe98c967bb,die nächste Episode eines Podcasts abspielen.,die nächste Episode des Podcasts abspielen.,4
241115dd-3347-43d6-b0f1-aa7fcb036f43,Mach mir einen Kaffee,Machen Sie mir Kaffee.,5
abe5c211-3d40-436e-822c-60a7903eac0c,"ich habe nicht verstanden, was du gerade gesagt hast.",Ich habe das nicht ganz verstanden.,4
0ddb6bb8-b895-4bbb-a00d-0845fc71536d,"Ich habe nicht verstanden, was Sie sagen.","ich habe nicht verstanden, was Sie gesagt haben.",5
bff5d40b-866e-4ab1-9cfb-b99574873037,Um wie viel Uhr habe ich heute Termine?,Meinen Terminplan für heute anzeigen,4
e49ff4dc-3861-4fd0-a561-80f364f8a13a,Welche Termine habe ich heute?,Welche Termine habe ich heute noch?,4
52a68012-ca19-4518-b169-8c83a5550f53,Meine Liste anzeigen,Hinzufügen des Artikels zu einer Liste,2
f18157ee-ee4f-4993-b056-f38ff05b704e,meine Liste aufzurufen,Nennen Sie mir alle meine Listen.,2
e7279670-f369-43da-b95a-8fcccca71e18,Nachricht per E-Mail senden,Geben Sie mir die letzten E-Mails.,1
1859759b-3e21-47e4-a503-318fa35399de,eine E-Mail senden,eine E-Mail schreiben,4
d8e26a51-5dd4-4be1-8591-44ff9e828205,Wie ist das Wetter in dieser Woche?,Wird es diese Woche Schnee geben?,3
1795a85d-ef9b-4d26-a90c-b148e2b7e016,Wie sieht das Wetter diese Woche aus?,Wie ist das Wetter diese Woche?,5
3d40adfa-33f1-4a8c-8b04-3292b466f8c4,Stellen Sie den Wecker für morgen früh um 8 Uhr,Stellen Sie einen Wecker für 5 Minuten ab jetzt.,3
d621b2c0-7271-4f1a-800e-08dfac3aa0e5,"Tut mir leid, aber du hast nicht richtig geantwortet.","nein, ich denke, du hast die Aufgabe ganz falsch gemacht.",3
f4f78400-7bb1-4dca-b31d-b0f7fddccf54,"Es tut mir leid, aber ich glaube, Sie haben das falsch beantwortet.","Verdammt, ich glaube, Sie haben falsch geantwortet.",4
c5af10f0-863d-44ab-9166-f551a2fcc6bc,"ja, du hast den Befehl korrekt ausgeführt.",der Befehl ist bestätigt.,3
5f697cb2-8577-46b0-b31c-d6b674163ec9,"ja, du hast richtig auf den Befehl geantwortet.","ja, du hast richtig auf den Befehl reagiert.",5
df65280c-62b0-4d9d-a4bd-02bd70efc0fd,Löschen Sie alle Termine in meinem Kalender.,Meinen Kalender leeren,4
09789fa9-0542-435e-a4fe-dea297368190,Löschen Sie alle Termine aus meinem Kalender.,Entfernen Sie alle Termine aus meinem Kalender.,5
166c652b-96c2-4c33-8a7a-fd175ce65ab6,"Das ist großartig, danke.","fantastische Arbeit, das hast du gut gemacht.",4
c81962c6-04bc-4ddf-9a95-13f120020792,"Das ist ausgezeichnet, danke.","Das ist toll, danke.",5
4cd09a44-543a-4abe-9feb-9b87a70c5fde,Habe ich neue E-Mails in meinem Posteingang?,Neue E-Mail,1
e3189fbe-ba2d-4526-b22b-c79f65cd982d,Gibt es in meinem Posteingang gerade neue E-Mails?,Gibt es neue E-Mails in meinem Posteingang?,5
da61fa26-507a-462c-bb09-c5b337ebe216,mach das Licht aus,Lichter dimmen,2
fc39f2bf-f756-4084-8a43-78674050d5ea,Machen Sie das Licht leiser,Mach das Licht ein bisschen leiser,4
77a44b28-0019-4e7a-aa94-86281a47401e,"könnten Sie mir bitte noch einmal sagen, was ich gesagt habe.",können sie mir ihre letzten dinge noch einmal sagen bitte.,3
45c13b0c-86ed-4017-ab2d-fd1806c9e50d,können Sie mir das Gesagte bitte noch einmal sagen.,könnten Sie mir das Gesagte bitte noch einmal sagen.,5
